Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Alphonse Areola,fr FRA,GK,29,5,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Manuel Lanzini,ar ARG,"MF,FW",29,10,2,252,2.8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,19,6,0.36,0.00,0.36,0.36,0.36,0.19,0.06,0.25,0.19,0.25,Matches
Maxwel Cornet,ci CIV,FW,25,14,2,245,2.7,0,0,0,0,0,0,0,0,1.3,1.3,0.1,1.3,9,5,26,0.00,0.00,0.00,0.00,0.00,0.47,0.02,0.49,0.47,0.49,Matches
Divin Mubama,eng ENG,FW,17,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
Conor Coventry,ie IRL,"MF,FW",22,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Joseph Anang,eng ENG,GK,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Harrison Ashby,sct SCO,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kaelan Casey,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Krisztián Hegyi,hu HUN,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Armstrong Okoflex,ie IRL,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Darren Randolph,ie IRL,GK,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Nikola Vlašić,hr CRO,"FW,MF",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Vladimír Coufal,cz CZE,DF,31-131,19,19,"1,705",18.9,0,5,5,0,0,0,4,0,0.0,0.0,2.2,2.2,41,73,72,0.00,0.26,0.26,0.00,0.26,0.00,0.11,0.12,0.00,0.12,Matches
Jarrod Bowen,eng ENG,FW,27-011,18,18,"1,616",18.0,11,2,13,11,0,0,1,0,7.4,7.4,2.5,9.9,40,28,98,0.61,0.11,0.72,0.61,0.72,0.41,0.14,0.55,0.41,0.55,Matches
James Ward-Prowse,eng ENG,MF,29-060,18,18,"1,592",17.7,3,6,9,3,0,0,3,0,3.1,3.1,3.7,6.9,12,68,35,0.17,0.34,0.51,0.17,0.51,0.18,0.21,0.39,0.18,0.39,Matches
Lucas Paquetá,br BRA,"FW,MF",26-126,18,18,"1,512",16.8,2,5,7,1,1,1,6,0,2.8,2.0,3.2,5.2,24,116,73,0.12,0.30,0.42,0.06,0.36,0.17,0.19,0.36,0.12,0.31,Matches
Emerson Palmieri,it ITA,DF,29-150,18,17,"1,575",17.5,0,1,1,0,0,0,7,0,0.7,0.7,2.0,2.7,24,55,55,0.00,0.06,0.06,0.00,0.06,0.04,0.11,0.16,0.04,0.16,Matches
Tomáš Souček,cz CZE,MF,28-307,18,17,"1,436",16.0,5,1,6,5,0,0,2,0,4.1,4.1,0.6,4.7,4,41,21,0.31,0.06,0.38,0.31,0.38,0.26,0.04,0.30,0.26,0.30,Matches
