Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Kalvin Phillips,eng ENG,MF,25,20,18,"1,596",17.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,6,93,14,0.00,0.06,0.06,0.00,0.06,0.04,0.04,0.08,0.04,0.08,Matches
Robin Koch,de GER,"MF,DF",25,20,17,"1,574",17.5,0,0,0,0,0,0,3,0,0.8,0.8,0.4,1.2,3,52,14,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches
Adam Forshaw,eng ENG,MF,29,22,17,"1,530",17.0,0,1,1,0,0,0,5,0,0.5,0.5,1.0,1.5,19,80,26,0.00,0.06,0.06,0.00,0.06,0.03,0.06,0.09,0.03,0.09,Matches
Tyler Roberts,wls WAL,"MF,FW",22,23,7,987,11.0,1,1,2,1,0,0,5,0,2.4,2.4,1.0,3.4,17,29,63,0.09,0.09,0.18,0.09,0.18,0.22,0.09,0.31,0.22,0.31,Matches
Jamie Shackleton,eng ENG,"DF,MF",21,14,7,709,7.9,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,20,36,20,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Patrick Bamford,eng ENG,FW,27,9,7,559,6.2,2,2,4,2,0,0,2,0,3.0,3.0,1.1,4.0,8,12,24,0.32,0.32,0.64,0.32,0.64,0.48,0.17,0.65,0.48,0.65,Matches
Joe Gelhardt,eng ENG,"FW,MF",19,20,5,746,8.3,2,2,4,2,0,0,4,0,3.0,3.0,1.6,4.6,17,15,55,0.24,0.24,0.48,0.24,0.48,0.36,0.20,0.56,0.36,0.56,Matches
Sam Greenwood,eng ENG,"MF,FW",19,7,1,237,2.6,0,2,2,0,0,0,0,0,0.3,0.3,0.2,0.5,3,5,10,0.00,0.76,0.76,0.00,0.76,0.11,0.09,0.20,0.11,0.20,Matches
Lewis Bate,eng ENG,MF,18,3,1,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Charlie Cresswell,eng ENG,DF,18,5,1,141,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
Cody Drameh,eng ENG,"DF,MF",19,3,1,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
Leo Fuhr Hjelde,no NOR,"MF,DF",17,2,0,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
Crysencio Summerville,nl NED,"MF,FW",19,6,0,130,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,5,7,16,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.19,0.17,0.19,Matches
Kristoffer Klaesson,no NOR,GK,20,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Hélder Costa,ao ANG,MF,27,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Liam McCarron,sct SCO,FW,20,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Stuart McKinstry,sct SCO,MF,18,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Nohan Kenneh,lr LBR,"DF,MF",18,0,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,Matches
Archie Gray,eng ENG,MF,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jack Jenkins,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Kris Moore,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Robin Koch,de GER,DF,26,36,36,"3,175",35.3,0,0,0,0,0,0,7,0,1.5,1.5,0.4,1.9,11,114,11,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
Illan Meslier,fr FRA,GK,22,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Jack Harrison,eng ENG,"FW,MF",25,36,34,"2,708",30.1,5,7,12,5,0,0,2,0,4.7,4.7,5.1,9.8,103,103,255,0.17,0.23,0.40,0.17,0.40,0.16,0.17,0.33,0.16,0.33,Matches
Marc Roca,es ESP,MF,25,32,29,"2,315",25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5.0,25,172,28,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19,Matches
