Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
Ola Aina,ng NGA,DF,23,31,31,"2,664",29.6,2,1,3,2,0,0,3,0,1.2,1.2,1.5,2.8,63,106,50,0.07,0.03,0.10,0.07,0.10,0.04,0.05,0.09,0.04,0.09,Matches
Joachim Andersen,dk DEN,DF,24,31,30,"2,730",30.3,1,1,2,1,0,0,7,1,1.2,1.2,0.4,1.7,20,95,7,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,Matches
Andre-Frank Zambo Anguissa,cm CMR,MF,24,36,29,"2,587",28.7,0,3,3,0,0,0,6,0,1.6,1.6,2.5,4.0,81,156,68,0.00,0.10,0.10,0.00,0.10,0.05,0.09,0.14,0.05,0.14,Matches
Bobby Reid,jm JAM,"MF,FW",27,33,28,"2,372",26.4,5,2,7,5,0,0,7,0,3.8,3.8,1.1,4.9,44,67,138,0.19,0.08,0.27,0.19,0.27,0.14,0.04,0.19,0.14,0.19,Matches
Ivan Cavaleiro,pt POR,FW,26,36,27,"2,472",27.5,3,0,3,2,1,2,2,0,6.4,4.8,2.7,7.5,68,63,230,0.11,0.00,0.11,0.07,0.07,0.23,0.10,0.33,0.17,0.27,Matches
Harrison Reed,eng ENG,MF,25,31,26,"2,247",25.0,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,24,127,16,0.00,0.08,0.08,0.00,0.08,0.02,0.07,0.08,0.02,0.08,Matches
Antonee Robinson,us USA,DF,22,28,24,"2,162",24.0,0,0,0,0,0,0,4,1,0.4,0.4,1.9,2.3,98,82,145,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",24,30,21,"1,909",21.2,1,0,1,1,0,0,3,0,3.4,3.4,1.2,4.6,57,82,97,0.05,0.00,0.05,0.05,0.05,0.16,0.06,0.22,0.16,0.22,Matches
Mario Lemina,ga GAB,MF,26,28,19,"1,703",18.9,1,0,1,1,0,0,5,0,0.7,0.7,0.8,1.5,19,78,15,0.05,0.00,0.05,0.05,0.05,0.04,0.04,0.08,0.04,0.08,Matches
Kenny Tete,nl NED,"DF,MF",24,22,18,"1,481",16.5,0,1,1,0,0,0,3,0,0.3,0.3,1.4,1.7,38,71,73,0.00,0.06,0.06,0.00,0.06,0.02,0.09,0.10,0.02,0.10,Matches
Aleksandar Mitrović,rs SRB,FW,25,27,13,"1,402",15.6,3,3,6,2,1,2,3,0,6.2,4.6,2.7,7.3,10,27,88,0.19,0.19,0.39,0.13,0.32,0.40,0.18,0.57,0.29,0.47,Matches
Josh Maja,ng NGA,FW,21,15,9,810,9.0,3,0,3,2,1,1,0,0,4.5,3.7,0.5,4.2,5,15,33,0.33,0.00,0.33,0.22,0.22,0.50,0.05,0.55,0.41,0.47,Matches
Tom Cairney,sct SCO,MF,29,10,9,759,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,22,72,25,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19,Matches
Joe Bryan,eng ENG,"DF,MF",26,16,7,669,7.4,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,13,31,33,0.13,0.00,0.13,0.13,0.13,0.07,0.04,0.12,0.07,0.12,Matches
Tim Ream,us USA,DF,32,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Josh Onomah,eng ENG,MF,23,11,4,374,4.2,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8,19,14,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Matches
Denis Odoi,gh GHA,DF,32,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,10,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
Michael Hector,jm JAM,DF,28,4,3,263,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
Fabio Carvalho,pt POR,"MF,FW",17,4,3,255,2.8,1,0,1,1,0,0,0,0,1.2,1.2,0.4,1.6,10,6,14,0.35,0.00,0.35,0.35,0.35,0.41,0.15,0.56,0.41,0.56,Matches
Aboubakar Kamara,mr MTN,"FW,MF",25,11,2,315,3.5,0,0,0,0,0,0,1,1,0.5,0.5,0.3,0.9,11,6,30,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.25,0.16,0.25,Matches
Marek Rodák,sk SVK,GK,23,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Maxime Le Marchand,fr FRA,DF,30,2,1,123,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
Neeskens Kebano,cd COD,"FW,MF",28,5,1,119,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,1,15,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.21,0.20,0.21,Matches
Terence Kongolo,nl NED,DF,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Tyrese Francois,au AUS,DF,20,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Cyrus Christie,ie IRL,"DF,MF",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Fabricio,es ESP,GK,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sylvester Jasper,bg BUL,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Stefan Johansen,no NOR,MF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Anthony Knockaert,fr FRA,"FW,MF",28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Bernd Leno,de GER,GK,30,36,36,"3,240",36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
João Palhinha,pt POR,MF,27,35,35,"3,108",34.5,3,0,3,3,0,0,14,0,2.9,2.9,0.4,3.3,8,101,18,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.10,0.08,0.10,Matches
